 ,saturation,brightness,fixation,room,background,clearest,second clear,most comfortable,second comfortable,least clear,least comfortable,device
285,40,100,brightness,outdoor,nature,,,,8,8,,hololens
285,50,100,brightness,outdoor,nature,,,30,,,,hololens
285,60,100,brightness,outdoor,nature,8,,,22,,,hololens
285,70,100,brightness,outdoor,nature,7,8,,,,,hololens
285,80,100,brightness,outdoor,nature,15,7,,,,,hololens
285,90,100,brightness,outdoor,nature,,15,,,,,hololens
285,100,100,brightness,outdoor,nature,,,,,22,22,hololens
285,100,20,saturation,outdoor,nature,,,,,30,30,hololens
285,100,30,saturation,outdoor,nature,,,,,,,hololens
285,100,40,saturation,outdoor,nature,,,,,,,hololens
285,100,50,saturation,outdoor,nature,,,,,,,hololens
285,100,60,saturation,outdoor,nature,,,,,,,hololens
285,100,70,saturation,outdoor,nature,,,,,,,hololens
285,100,80,saturation,outdoor,nature,,,8,8,,,hololens
285,100,90,saturation,outdoor,nature,,30,15,15,,,hololens
285,100,100,saturation,outdoor,nature,30,,7,7,,,hololens
