 ,saturation,brightness,fixation,room,background,clearest,second clear,most comfortable,second comfortable,least clear,least comfortable,device
315,60,100,brightness,outdoor,nature,,,15,,,,hololens
315,70,100,brightness,outdoor,nature,8,8,,,,,hololens
315,80,100,brightness,outdoor,nature,15,7,,,,,hololens
315,90,100,brightness,outdoor,nature,7,,,,,,hololens
315,100,100,brightness,outdoor,nature,,15,,,7,30,hololens
315,100,20,saturation,outdoor,nature,,,,,30,23,hololens
315,100,30,saturation,outdoor,nature,,,,,,,hololens
315,100,40,saturation,outdoor,nature,,,,,,,hololens
315,100,50,saturation,outdoor,nature,,,,,,,hololens
315,100,60,saturation,outdoor,nature,,,,,,,hololens
315,100,70,saturation,outdoor,nature,,,,8,,,hololens
315,100,80,saturation,outdoor,nature,,,8,15,,,hololens
315,100,90,saturation,outdoor,nature,,30,22,2,,,hololens
315,100,100,saturation,outdoor,nature,30,,,5,,7,hololens
