 ,saturation,brightness,fixation,room,background,clearest,second clear,most comfortable,second comfortable,least clear,least comfortable,device
135,40,100,brightness,indoor,nature,,,,,18,,hololens
135,50,100,brightness,indoor,nature,,,,,4,,hololens
135,60,100,brightness,indoor,nature,,,3,2,1,,hololens
135,70,100,brightness,indoor,nature,,,10,15,,,hololens
135,80,100,brightness,indoor,nature,2,5,15,12,,,hololens
135,90,100,brightness,indoor,nature,9,13,2,1,,,hololens
135,100,100,brightness,indoor,nature,19,2,,,,14,hololens
135,100,20,saturation,indoor,nature,,,,,5,3,hololens
135,100,30,saturation,indoor,nature,,,,,,,hololens
135,100,40,saturation,indoor,nature,,,,,,,hololens
135,100,50,saturation,indoor,nature,,,,,,,hololens
135,100,60,saturation,indoor,nature,,,,,,,hololens
135,100,70,saturation,indoor,nature,,,,,,,hololens
135,100,80,saturation,indoor,nature,2,5,12,20,,,hololens
135,100,90,saturation,indoor,nature,13,15,16,10,,,hololens
135,100,100,saturation,indoor,nature,15,10,2,,,2,hololens
135,20,100,brightness,outdoor,control,,,,,11,22,hololens
135,30,100,brightness,outdoor,control,,,,,12,,hololens
135,40,100,brightness,outdoor,control,,,,,7,,hololens
135,50,100,brightness,outdoor,control,,,,1,,,hololens
135,60,100,brightness,outdoor,control,,,5,3,,,hololens
135,70,100,brightness,outdoor,control,2,6,15,9,,,hololens
135,80,100,brightness,outdoor,control,2,11,6,15,,,hololens
135,90,100,brightness,outdoor,control,11,9,4,2,,,hololens
135,100,100,brightness,outdoor,control,15,4,,,,8,hololens
135,100,20,saturation,outdoor,control,,,,,5,3,hololens
135,100,30,saturation,outdoor,control,,,,,,,hololens
135,100,40,saturation,outdoor,control,,,,,,,hololens
135,100,50,saturation,outdoor,control,,,,,,,hololens
135,100,60,saturation,outdoor,control,,,,,,,hololens
135,100,70,saturation,outdoor,control,,,1,,,,hololens
135,100,80,saturation,outdoor,control,,4,,4,,,hololens
135,100,90,saturation,outdoor,control,9,24,4,,,,hololens
135,100,100,saturation,outdoor,control,21,2,,1,,2,hololens
135,20,100,brightness,outdoor,nature,,,,,,2,hololens
135,30,100,brightness,outdoor,nature,,,,,1,,hololens
135,40,100,brightness,outdoor,nature,,,,,4,,hololens
135,50,100,brightness,outdoor,nature,,,2,,,,hololens
135,60,100,brightness,outdoor,nature,,,,1,,,hololens
135,70,100,brightness,outdoor,nature,,,,1,,,hololens
135,80,100,brightness,outdoor,nature,2,13,,3,,,hololens
135,90,100,brightness,outdoor,nature,16,12,3,,,,hololens
135,100,100,brightness,outdoor,nature,12,5,,,,3,hololens
135,100,20,saturation,outdoor,nature,,,,,30,21,hololens
135,100,30,saturation,outdoor,nature,,,,,,,hololens
135,100,40,saturation,outdoor,nature,,,,,,,hololens
135,100,50,saturation,outdoor,nature,,,,,,,hololens
135,100,60,saturation,outdoor,nature,,,,,,,hololens
135,100,70,saturation,outdoor,nature,,,1,,,,hololens
135,100,80,saturation,outdoor,nature,,2,5,18,,,hololens
135,100,90,saturation,outdoor,nature,9,20,22,8,,,hololens
135,100,100,saturation,outdoor,nature,21,8,4,4,,9,hololens
